"time","score","max","min","number_of_tweets"
"2020-04-07 01:16:00","0.658","0.658","0.658","1"
"2020-04-07 01:24:00","-0.3818","-0.3818","-0.3818","1"
"2020-04-07 01:34:00","-0.0943","-0.0943","-0.0943","1"
"2020-04-07 01:37:00","-0.3818","-0.3818","-0.3818","1"
"2020-04-07 01:41:00","0.62815","0.658","0.5983","2"
"2020-04-07 01:45:00","0.25173333333333336","0.7351","-0.3818","3"
"2020-04-07 01:49:00","-0.4883","-0.4883","-0.4883","1"
"2020-04-07 01:50:00","-0.7579","-0.7579","-0.7579","1"
"2020-04-07 01:52:00","0.3786","0.3786","0.3786","1"
"2020-04-07 01:56:00","0.4019","0.4019","0.4019","1"
"2020-04-07 02:00:00","-0.11181999999999999","0.6588","-0.7964","5"
"2020-04-07 02:01:00","0.0","0.0","0.0","1"
"2020-04-07 02:02:00","0.0","0.0","0.0","1"
"2020-04-07 02:09:00","0.0","0.0","0.0","1"
"2020-04-07 02:11:00","0.4574","0.4574","0.4574","1"
"2020-04-07 02:14:00","-0.7964","-0.7964","-0.7964","1"
"2020-04-07 02:16:00","-0.2498","-0.2498","-0.2498","1"
"2020-04-07 02:17:00","-0.3982","0.0","-0.7964","2"
"2020-04-07 02:18:00","0.0","0.0","0.0","1"
"2020-04-07 02:19:00","-0.20095","0.0","-0.4019","2"
"2020-04-07 02:20:00","0.05135","0.1027","0.0","2"
"2020-04-07 02:21:00","0.0","0.0","0.0","1"
"2020-04-07 02:22:00","0.0","0.0","0.0","1"
"2020-04-07 02:25:00","0.0","0.0","0.0","1"
"2020-04-07 02:26:00","-0.5267","-0.5267","-0.5267","1"
"2020-04-07 02:29:00","0.0","0.0","0.0","1"
"2020-04-07 02:31:00","-0.3818","-0.3818","-0.3818","1"
"2020-04-07 02:33:00","0.25835","0.6739","0.0","4"
"2020-04-07 02:35:00","0.0","0.0","0.0","1"
"2020-04-07 02:36:00","-0.350275","0.0","-0.5994","4"
"2020-04-07 02:37:00","0.08193333333333334","0.4939","-0.2481","3"
"2020-04-07 02:41:00","0.7365","0.7365","0.7365","1"
"2020-04-07 02:42:00","0.3295","0.659","0.0","2"
"2020-04-07 02:43:00","0.658","0.658","0.658","1"
"2020-04-07 02:47:00","-0.3954","-0.3954","-0.3954","1"
"2020-04-07 02:48:00","-0.7964","-0.7964","-0.7964","1"
"2020-04-07 02:49:00","-0.34109999999999996","0.0","-0.7501","3"
"2020-04-07 02:50:00","0.296","0.296","0.296","1"
"2020-04-07 02:51:00","0.5499","0.5499","0.5499","1"
"2020-04-07 02:53:00","0.4005","0.4005","0.4005","1"
"2020-04-07 02:58:00","0.31245","0.6249","0.0","2"
"2020-04-07 02:59:00","0.0","0.0","0.0","1"
"2020-04-07 03:00:00","0.13850000000000004","0.6588","-0.3818","2"
"2020-04-07 03:01:00","0.6335","0.6335","0.6335","1"
"2020-04-07 03:05:00","-0.3818","-0.3818","-0.3818","1"
"2020-04-07 03:09:00","0.0","0.0","0.0","1"
"2020-04-07 03:11:00","0.0","0.0","0.0","1"
"2020-04-07 03:12:00","-0.3034","-0.3034","-0.3034","1"
"2020-04-07 03:14:00","0.6114","0.6114","0.6114","1"
"2020-04-07 03:16:00","0.0","0.0","0.0","1"
"2020-04-07 03:17:00","0.6303","0.6303","0.6303","1"
"2020-04-07 03:18:00","-0.3818","-0.3818","-0.3818","1"
"2020-04-07 03:19:00","0.0772","0.0772","0.0772","1"
"2020-04-07 03:21:00","0.7402500000000001","0.8436","0.6369","2"
"2020-04-07 03:22:00","0.7777","0.7777","0.7777","1"
"2020-04-07 03:24:00","0.8991","0.8991","0.8991","1"
"2020-04-07 03:25:00","0.765","0.765","0.765","1"
"2020-04-07 03:26:00","-0.6243","-0.4522","-0.7964","2"
"2020-04-07 03:27:00","0.8682","0.8682","0.8682","1"
"2020-04-07 03:29:00","0.0665","0.4215","-0.2885","2"
"2020-04-07 03:31:00","0.296","0.296","0.296","1"
"2020-04-07 03:32:00","-0.09949999999999999","0.4215","-0.3818","3"
"2020-04-07 03:33:00","0.2672","0.8016","0.0","3"
"2020-04-07 03:36:00","0.3612","0.3612","0.3612","1"
"2020-04-07 03:42:00","0.6948","0.6948","0.6948","1"
"2020-04-07 03:43:00","-0.4883","-0.4883","-0.4883","1"
"2020-04-07 03:48:00","0.78525","0.8436","0.7269","2"
"2020-04-07 03:49:00","0.2732","0.2732","0.2732","1"
"2020-04-07 03:51:00","0.2919","0.5838","0.0","2"
"2020-04-07 03:52:00","-0.4413","0.0444","-0.7964","3"
"2020-04-07 03:56:00","0.69655","0.8838","0.5093","2"
"2020-04-07 03:58:00","0.5994","0.5994","0.5994","1"
"2020-04-07 03:59:00","0.0772","0.0772","0.0772","1"
"2020-04-07 04:00:00","0.4588","0.4588","0.4588","1"
"2020-04-07 04:02:00","0.15903333333333333","0.3744","0.0","3"
"2020-04-07 04:06:00","-0.5256","-0.5256","-0.5256","1"
"2020-04-07 04:07:00","0.4753","0.4753","0.4753","1"
"2020-04-07 04:09:00","-0.6939","-0.6939","-0.6939","1"
"2020-04-07 04:12:00","0.5399","0.5399","0.5399","1"
"2020-04-07 04:13:00","0.1779","0.1779","0.1779","1"
"2020-04-07 04:15:00","0.0","0.0","0.0","2"
"2020-04-07 04:16:00","-0.062","0.3164","-0.5514","3"
"2020-04-07 04:18:00","0.4404","0.4404","0.4404","1"
"2020-04-07 04:19:00","0.0922","0.6059","-0.4215","2"
"2020-04-07 04:20:00","-0.2654666666666667","0.0","-0.7964","3"
"2020-04-07 04:21:00","0.0","0.0","0.0","1"
"2020-04-07 04:22:00","0.7346","0.7346","0.7346","1"
"2020-04-07 04:23:00","0.5106","0.5106","0.5106","1"
"2020-04-07 04:24:00","-0.0191","-0.0191","-0.0191","1"
"2020-04-07 04:25:00","0.015966666666666667","0.296","-0.2481","3"
"2020-04-07 04:26:00","-0.3275","-0.2732","-0.3818","2"
"2020-04-07 04:28:00","-0.3818","-0.3818","-0.3818","1"
"2020-04-07 04:29:00","-0.7964","-0.7964","-0.7964","1"
"2020-04-07 04:30:00","0.13775","0.2755","0.0","2"
"2020-04-07 04:32:00","0.15795","0.3159","0.0","2"
"2020-04-07 04:34:00","0.0","0.0","0.0","1"
"2020-04-07 04:36:00","-0.030666666666666665","0.0","-0.092","3"
"2020-04-07 04:39:00","-0.12319999999999999","0.0258","-0.3954","3"
"2020-04-07 04:41:00","0.47740000000000005","0.6588","0.296","2"
"2020-04-07 04:42:00","-0.04856666666666667","0.6696","-0.4199","3"
"2020-04-07 04:44:00","0.0","0.0","0.0","1"
"2020-04-07 04:46:00","0.595","0.85","0.34","2"
"2020-04-07 04:48:00","0.765","0.765","0.765","1"
"2020-04-07 04:54:00","0.0","0.0","0.0","2"
"2020-04-07 04:58:00","0.7345","0.7345","0.7345","1"
"2020-04-07 05:00:00","0.44005","0.5859","0.2942","2"
"2020-04-07 05:01:00","0.0","0.0","0.0","1"
"2020-04-07 05:02:00","0.5719","0.5719","0.5719","1"
"2020-04-07 05:04:00","-0.6249","-0.6249","-0.6249","1"
"2020-04-07 05:05:00","-0.020833333333333332","0.7339","-0.7964","3"
"2020-04-07 05:06:00","0.001300000000000005","0.5859","-0.582","3"
"2020-04-07 05:07:00","0.5994","0.5994","0.5994","1"
"2020-04-07 05:08:00","0.1482","0.5696","-0.2732","2"
"2020-04-07 05:09:00","0.10015","0.2003","0.0","2"
"2020-04-07 05:10:00","-0.4404","-0.4404","-0.4404","1"
"2020-04-07 05:11:00","0.0","0.0","0.0","1"
"2020-04-07 05:13:00","-0.28659999999999997","-0.1531","-0.4201","2"
"2020-04-07 05:14:00","-0.2841","0.0","-0.7964","4"
"2020-04-07 05:15:00","0.2023","0.2023","0.2023","1"
"2020-04-07 05:16:00","0.2732","0.2732","0.2732","1"
"2020-04-07 05:17:00","-0.03093333333333333","0.6696","-0.7624","3"
"2020-04-07 05:18:00","-0.7964","-0.7964","-0.7964","1"
"2020-04-07 05:19:00","0.0","0.0","0.0","1"
"2020-04-07 05:21:00","0.0","0.0","0.0","1"
"2020-04-07 05:24:00","0.34","0.34","0.34","1"
"2020-04-07 05:25:00","0.0","0.0","0.0","1"
"2020-04-07 05:26:00","0.0","0.0","0.0","1"
"2020-04-07 05:27:00","-0.3389","-0.296","-0.3818","2"
"2020-04-07 05:28:00","0.6752","0.91","0.4404","2"
"2020-04-07 05:29:00","0.1027","0.1027","0.1027","1"
"2020-04-07 05:32:00","0.36813333333333337","0.6588","-0.1263","3"
"2020-04-07 05:33:00","0.0","0.0","0.0","1"
"2020-04-07 05:34:00","-0.11225000000000002","0.5719","-0.7964","2"
"2020-04-07 05:35:00","0.8858","0.8858","0.8858","1"
"2020-04-07 05:36:00","0.3374333333333333","0.5719","0.0","3"
"2020-04-07 05:38:00","0.44673333333333337","0.6901","0.0387","3"
"2020-04-07 05:39:00","-0.6003","-0.6003","-0.6003","1"
"2020-04-07 05:40:00","0.2732","0.2732","0.2732","1"
"2020-04-07 05:41:00","-0.2255","-0.2255","-0.2255","1"
"2020-04-07 05:42:00","-0.10143333333333333","0.5647","-0.573","3"
"2020-04-07 05:43:00","-0.1697","-0.1697","-0.1697","1"
"2020-04-07 05:44:00","-0.296","-0.296","-0.296","1"
"2020-04-07 05:45:00","0.30465000000000003","0.805","-0.296","4"
"2020-04-07 05:46:00","-0.296","-0.296","-0.296","1"
"2020-04-07 05:47:00","0.14176666666666668","0.7213","-0.296","3"
"2020-04-07 05:49:00","-0.296","-0.296","-0.296","1"
"2020-04-07 05:50:00","0.26325","0.8225","-0.296","2"
"2020-04-07 05:51:00","-0.031599999999999996","0.659","-0.5526","6"
"2020-04-07 05:53:00","0.045825000000000005","0.3612","-0.296","4"
"2020-04-07 05:54:00","0.0","0.0","0.0","1"
"2020-04-07 05:55:00","-0.296","-0.296","-0.296","1"
"2020-04-07 05:56:00","0.296","0.296","0.296","1"
"2020-04-07 05:57:00","0.13795","0.5719","-0.296","2"
"2020-04-07 05:58:00","0.1531","0.1531","0.1531","1"
"2020-04-07 05:59:00","-0.19003999999999996","0.2732","-0.5255","5"
"2020-04-07 06:00:00","0.14636666666666667","0.7351","-0.296","3"
"2020-04-07 06:01:00","-0.148","0.0","-0.296","2"
"2020-04-07 06:02:00","0.0","0.0","0.0","1"
"2020-04-07 06:03:00","0.10508000000000002","0.6901","-0.5267","5"
"2020-04-07 06:04:00","0.052000000000000005","0.504","-0.296","4"
"2020-04-07 06:05:00","0.17069999999999996","0.873","-0.3182","4"
"2020-04-07 06:06:00","0.18736","0.8122","-0.743","5"
"2020-04-07 06:07:00","0.16445","0.6249","-0.296","2"
"2020-04-07 06:08:00","-0.148","0.0","-0.296","2"
"2020-04-07 06:09:00","-0.159","0.0","-0.34","4"
"2020-04-07 06:10:00","0.1582","0.3164","0.0","2"
"2020-04-07 06:12:00","0.38000000000000006","0.6996","0.0","3"
"2020-04-07 06:13:00","0.046016666666666685","0.807","-0.6996","6"
"2020-04-07 06:14:00","0.4939","0.4939","0.4939","1"
"2020-04-07 06:15:00","-0.1562","0.128","-0.4404","2"
"2020-04-07 06:16:00","0.31245","0.6249","0.0","2"
"2020-04-07 06:17:00","0.26754285714285714","0.872","-0.296","7"
"2020-04-07 06:18:00","-0.09866666666666667","0.0","-0.296","3"
"2020-04-07 06:19:00","0.21793333333333334","0.6901","-0.296","6"
"2020-04-07 06:20:00","-0.19014285714285714","0.0","-0.5583","7"
"2020-04-07 06:21:00","0.34505","0.6901","0.0","2"
"2020-04-07 06:23:00","0.13585000000000003","0.6901","-0.4184","2"
"2020-04-07 06:24:00","0.3548","0.7096","0.0","2"
"2020-04-07 06:25:00","0.056575","0.2263","0.0","4"
"2020-04-07 06:26:00","0.05976666666666667","0.4753","-0.296","3"
"2020-04-07 06:27:00","0.2873","0.4404","0.0","3"
"2020-04-07 06:28:00","0.0","0.0","0.0","3"
"2020-04-07 06:29:00","0.0","0.0","0.0","2"
"2020-04-07 06:30:00","-0.178","0.3804","-0.7964","4"
"2020-04-07 06:31:00","0.26225","0.6901","-0.2755","4"
"2020-04-07 06:32:00","-0.148","0.0","-0.296","2"
"2020-04-07 06:33:00","0.0","0.0","0.0","3"
"2020-04-07 06:34:00","0.39030000000000004","0.7003","-0.2195","3"
"2020-04-07 06:35:00","0.207725","0.8309","0.0","4"
"2020-04-07 06:36:00","0.1185","0.474","0.0","4"
"2020-04-07 06:38:00","0.11286","0.4588","-0.296","5"
"2020-04-07 06:39:00","0.3348","0.8122","-0.3036","5"
"2020-04-07 06:40:00","0.0","0.0","0.0","2"
"2020-04-07 06:41:00","0.47538333333333344","0.8747","0.0","6"
"2020-04-07 06:42:00","0.33053333333333335","0.8122","-0.296","3"
"2020-04-07 06:43:00","0.4057","0.6901","0.0","4"
"2020-04-07 06:44:00","-0.16446666666666665","0.4753","-0.7684","3"
"2020-04-07 06:45:00","0.18386666666666665","0.8122","-0.5413","6"
"2020-04-07 06:46:00","0.348275","0.9178","0.0","4"
"2020-04-07 06:47:00","0.31245000000000006","0.7644","-0.5423","8"
"2020-04-07 06:48:00","0.25145","0.7269","-0.296","6"
"2020-04-07 06:49:00","0.5827","0.6901","0.4753","2"
"2020-04-07 06:50:00","0.2640857142857143","0.8122","-0.2033","7"
"2020-04-07 06:51:00","0.4847","0.7574","0.0","5"
"2020-04-07 06:52:00","0.25044000000000005","0.9246","-0.5888","5"
"2020-04-07 06:53:00","0.5152666666666667","0.6901","0.3804","3"
"2020-04-07 06:54:00","0.39285","0.8122","-0.4019","6"
"2020-04-07 06:55:00","0.13916666666666666","0.6901","-0.3612","6"
"2020-04-07 06:56:00","0.4291666666666667","0.8122","0.0","3"
"2020-04-07 06:57:00","0.5368","0.5983","0.4753","2"
"2020-04-07 06:58:00","0.6592","0.8122","0.4753","3"
"2020-04-07 06:59:00","0.2028625","0.8122","-0.4767","8"
"2020-04-07 07:00:00","0.27438","0.8122","-0.296","5"
"2020-04-07 07:01:00","0.4944","0.8122","0.0","4"
"2020-04-07 07:02:00","0.2898","0.6901","-0.296","3"
"2020-04-07 07:03:00","0.4184428571428572","0.8122","0.0","7"
"2020-04-07 07:04:00","0.43570000000000003","0.8122","0.0","5"
"2020-04-07 07:05:00","0.17563333333333334","0.4753","0.0","3"
"2020-04-07 07:06:00","0.24891999999999997","0.8433","-0.4883","5"
"2020-04-07 07:07:00","0.2900166666666667","0.6901","0.0","6"
"2020-04-07 07:08:00","0.375575","0.8122","0.0","4"
"2020-04-07 07:09:00","0.5694250000000001","0.9149","0.0","8"
"2020-04-07 07:10:00","0.27438333333333337","0.7906","0.0","6"
"2020-04-07 07:11:00","0.2779833333333333","0.8122","0.0","6"
"2020-04-07 07:12:00","0.11325","0.4753","-0.3818","4"
"2020-04-07 07:13:00","0.23003333333333334","0.6901","0.0","3"
"2020-04-07 07:14:00","0.50572","0.8122","0.0","5"
"2020-04-07 07:15:00","0.031166666666666676","0.4753","-0.3818","3"
"2020-04-07 07:16:00","0.3549333333333333","0.8844","0.0","6"
"2020-04-07 07:17:00","0.43146666666666667","0.9443","0.0","6"
"2020-04-07 07:18:00","0.30046","0.8122","0.0","5"
"2020-04-07 07:19:00","0.4809625","0.9371","0.0","8"
"2020-04-07 07:20:00","0.19201250000000003","0.6901","-0.296","8"
"2020-04-07 07:21:00","0.14665","0.3804","0.0","6"
"2020-04-07 07:22:00","-0.06879999999999999","0.2263","-0.3818","6"
"2020-04-07 07:23:00","0.3103666666666667","0.918","-0.5423","6"
"2020-04-07 07:24:00","0.15965000000000001","0.4753","0.0","8"
"2020-04-07 07:25:00","0.2143","0.7964","-0.8225","7"
"2020-04-07 07:26:00","0.19425","0.8122","-0.1531","6"
"2020-04-07 07:27:00","0.27535000000000004","0.7964","0.0","6"
"2020-04-07 07:28:00","0.08771428571428573","0.6901","-0.6486","7"
"2020-04-07 07:29:00","-0.07543333333333334","0.0","-0.2263","3"
"2020-04-07 07:30:00","0.3391","0.6369","0.0","3"
"2020-04-07 07:31:00","0.43864000000000003","0.7964","0.0","5"
"2020-04-07 07:32:00","0.23765","0.4753","0.0","2"
"2020-04-07 07:33:00","-0.05195714285714286","0.4753","-0.5106","7"
"2020-04-07 07:34:00","0.24914444444444447","0.7579","-0.296","9"
"2020-04-07 07:35:00","0.23308888888888887","0.9186","-0.4466","9"
"2020-04-07 07:36:00","0.012199999999999989","0.7964","-0.4516","4"
"2020-04-07 07:37:00","0.23548571428571427","0.8122","-0.296","7"
"2020-04-07 07:38:00","0.40643333333333337","0.7964","0.0","6"
"2020-04-07 07:39:00","0.3188","0.8883","-0.2263","8"
"2020-04-07 07:40:00","0.10512857142857143","0.8271","-0.4019","7"
"2020-04-07 07:41:00","0.11833749999999998","0.7964","-0.296","8"
"2020-04-07 07:42:00","0.04246666666666667","0.8122","-0.5574","6"
"2020-04-07 07:43:00","0.118825","0.4753","0.0","4"
"2020-04-07 07:44:00","0.12061999999999999","0.7964","-0.296","5"
"2020-04-07 07:45:00","-0.14442000000000002","0.0","-0.296","5"
"2020-04-07 07:46:00","-0.148","0.0","-0.296","2"
"2020-04-07 07:47:00","0.32738","0.8201","-0.296","5"
"2020-04-07 07:48:00","-0.1345166666666667","0.6249","-0.6705","6"
"2020-04-07 07:49:00","0.2362125","0.7964","-0.3818","8"
"2020-04-07 07:50:00","0.2648","0.7835","-0.296","5"
"2020-04-07 07:51:00","0.1397625","0.6369","-0.8011","8"
"2020-04-07 07:52:00","0.1506909090909091","0.6901","-0.7964","11"
"2020-04-07 07:53:00","0.5368285714285714","0.92","0.0","7"
"2020-04-07 07:54:00","0.29333750000000003","0.7964","-0.6045","8"
"2020-04-07 07:55:00","0.2018125","0.7964","0.0","8"
"2020-04-07 07:56:00","0.24883125","0.8442","-0.3954","16"
"2020-04-07 07:57:00","0.2838333333333333","0.6696","-0.6106","6"
"2020-04-07 07:58:00","0.219","0.8122","-0.296","10"
"2020-04-07 07:59:00","0.08132727272727273","0.6588","-0.296","11"
"2020-04-07 08:00:00","0.33864444444444447","0.9117","0.0","9"
"2020-04-07 08:01:00","0.2560533333333333","0.7964","0.0","15"
"2020-04-07 08:02:00","0.18446363636363633","0.7964","-0.4404","11"
"2020-04-07 08:03:00","0.22262857142857143","0.8673","-0.4466","14"
"2020-04-07 08:04:00","0.42635000000000006","0.7964","0.0","14"
"2020-04-07 08:05:00","0.30051428571428573","0.7964","-0.296","14"
"2020-04-07 08:06:00","0.21421428571428572","0.5255","0.0","7"
"2020-04-07 08:07:00","0.09288333333333333","0.7118","-0.4404","12"
"2020-04-07 08:08:00","0.24795","0.6486","-0.296","8"
"2020-04-07 08:09:00","0.18199999999999994","0.6486","-0.765","6"
"2020-04-07 08:10:00","0.29775","0.6486","0.0","6"
"2020-04-07 08:11:00","0.06716","0.7096","-0.3612","10"
"2020-04-07 08:12:00","0.46675000000000005","0.7964","-0.2885","8"
"2020-04-07 08:13:00","0.23818333333333333","0.7964","-0.5473","12"
"2020-04-07 08:14:00","0.3277","0.9117","-0.6381","13"
"2020-04-07 08:15:00","0.33686153846153843","0.9117","-0.4466","13"
"2020-04-07 08:16:00","0.2376875","0.6705","-0.4019","8"
"2020-04-07 08:17:00","-0.03421428571428572","0.5255","-0.765","7"
"2020-04-07 08:18:00","0.490575","0.7799","0.0","8"
"2020-04-07 08:19:00","0.13736","0.7678","-0.5904","10"
"2020-04-07 08:20:00","0.3573733333333333","0.9117","0.0","15"
"2020-04-07 08:21:00","0.28761875","0.8765","-0.5994","16"
"2020-04-07 08:22:00","0.12816153846153847","0.7678","-0.765","13"
"2020-04-07 08:23:00","0.17685","0.6249","0.0","8"
"2020-04-07 08:24:00","0.24429230769230767","0.6486","-0.4466","13"
"2020-04-07 08:25:00","0.13564444444444446","0.8673","-0.34","9"
"2020-04-07 08:26:00","0.07234666666666668","0.9117","-0.765","15"
"2020-04-07 08:27:00","0.12541818181818182","0.6705","-0.765","11"
"2020-04-07 08:28:00","0.2312090909090909","0.7964","-0.4466","11"
"2020-04-07 08:29:00","0.2219090909090909","0.7835","-0.2023","11"
"2020-04-07 08:30:00","0.09042307692307693","0.7835","-0.765","13"
"2020-04-07 08:31:00","0.261475","0.8748","-0.4466","12"
"2020-04-07 08:32:00","0.12966153846153847","0.7964","-0.765","13"
"2020-04-07 08:33:00","0.34860588235294115","0.9382","-0.765","17"
"2020-04-07 08:34:00","0.2075","0.765","-0.765","12"
"2020-04-07 08:35:00","0.023754545454545462","0.7678","-0.8814","11"
"2020-04-07 08:36:00","0.13555","0.942","-0.4466","10"
"2020-04-07 08:37:00","0.10811428571428573","0.6124","-0.296","7"
"2020-04-07 08:38:00","0.22318571428571427","0.8118","-0.5229","14"
"2020-04-07 08:39:00","0.018171428571428578","0.8516","-0.4588","14"
"2020-04-07 08:40:00","0.11973846153846154","0.8516","-0.582","13"
"2020-04-07 08:41:00","0.18006666666666668","0.8118","-0.5473","6"
"2020-04-07 08:42:00","0.217675","0.8673","-0.43","8"
"2020-04-07 08:43:00","0.09327142857142856","0.7835","-0.5473","7"
"2020-04-07 08:44:00","0.32746","0.9081","-0.3164","10"
"2020-04-07 08:45:00","0.35803636363636365","0.8561","0.0","11"
"2020-04-07 08:46:00","0.223375","0.8455","-0.5473","8"
"2020-04-07 08:47:00","-0.09181249999999999","0.5255","-0.6705","8"
"2020-04-07 08:48:00","0.07171666666666666","0.8118","-0.5473","6"
"2020-04-07 08:49:00","0.010350000000000012","0.4404","-0.8126","4"
"2020-04-07 08:50:00","0.2564666666666667","0.8779","-0.5473","6"
"2020-04-07 08:51:00","0.17493749999999997","0.8673","-0.5473","8"
"2020-04-07 08:52:00","0.3937545454545455","0.8186","-0.4466","11"
"2020-04-07 08:53:00","-0.028825000000000003","0.8673","-0.8814","8"
"2020-04-07 08:54:00","-0.11265714285714283","0.7249","-0.8814","7"
"2020-04-07 08:55:00","0.1068625","0.8118","-0.4215","8"
"2020-04-07 08:56:00","0.07213333333333334","0.6792","-0.5473","6"
"2020-04-07 08:57:00","0.22636000000000003","0.7418","-0.2094","5"
"2020-04-07 08:58:00","0.04780000000000002","0.7418","-0.8814","5"
"2020-04-07 08:59:00","-0.04093333333333333","0.552","-0.4738","9"
"2020-04-07 09:00:00","-0.20809999999999998","0.5255","-0.8814","6"
"2020-04-07 09:01:00","-0.0037124999999999992","0.4404","-0.7964","8"
"2020-04-07 09:02:00","-0.32746666666666663","0.0","-0.8814","3"
"2020-04-07 09:03:00","0.24993333333333334","0.8481","-0.4466","6"
"2020-04-07 09:04:00","0.2929","0.8561","-0.5473","3"
"2020-04-07 09:05:00","-0.20650000000000002","0.2732","-0.8814","8"
"2020-04-07 09:06:00","0.4559","0.8668","0.0","6"
"2020-04-07 09:07:00","0.08263999999999998","0.7835","-0.7506","5"
"2020-04-07 09:09:00","0.023050000000000005","0.4927","-0.504","6"
"2020-04-07 09:10:00","-0.1047","0.0","-0.2094","2"
"2020-04-07 09:11:00","0.1240375","0.8122","-0.5473","8"
"2020-04-07 09:12:00","0.10455000000000002","0.4404","-0.8814","6"
"2020-04-07 09:13:00","0.44770000000000004","0.7003","0.0","3"
"2020-04-07 09:14:00","0.03266666666666666","0.6249","-0.8814","6"
"2020-04-07 09:15:00","0.5423","0.5423","0.5423","1"
"2020-04-07 09:16:00","0.330875","0.8561","-0.2094","4"
"2020-04-07 09:17:00","-0.4407","0.0","-0.8814","2"
"2020-04-07 09:18:00","0.08066666666666666","0.7835","-0.8814","6"
"2020-04-07 09:19:00","-0.2582","0.5399","-0.8814","5"
"2020-04-07 09:20:00","0.030657142857142865","0.5106","-0.296","7"
"2020-04-07 09:21:00","0.08242999999999999","0.8561","-0.4939","10"
"2020-04-07 09:22:00","0.015514285714285715","0.6369","-0.4767","7"
"2020-04-07 09:23:00","-0.08787142857142857","0.4341","-0.8398","7"
"2020-04-07 09:24:00","0.03899999999999999","0.8641","-0.4215","4"
"2020-04-07 09:25:00","0.23021428571428573","0.6588","-0.8814","7"
"2020-04-07 09:26:00","-0.09701249999999999","0.5106","-0.8814","8"
"2020-04-07 09:27:00","-0.3791","-0.2094","-0.5256","3"
"2020-04-07 09:28:00","0.16136666666666669","0.7351","0.0","6"
"2020-04-07 09:29:00","-0.4407","0.0","-0.8814","2"
"2020-04-07 09:30:00","0.281275","0.898","-0.2094","8"
"2020-04-07 09:31:00","-0.3727","0.0","-0.8814","5"
"2020-04-07 09:32:00","0.07958333333333333","0.8122","-0.2094","6"
"2020-04-07 09:33:00","0.009350000000000006","0.836","-0.8814","6"
"2020-04-07 09:34:00","0.3425714285714285","0.8439","0.0","7"
"2020-04-07 09:35:00","0.13085","0.8553","-0.3528","6"
"2020-04-07 09:37:00","-0.09687499999999999","0.4939","-0.8814","4"
"2020-04-07 09:38:00","-0.010420000000000007","0.3612","-0.6377","5"
"2020-04-07 09:39:00","-0.04749999999999999","0.2942","-0.2273","3"
"2020-04-07 09:40:00","0.17457499999999998","0.9077","-0.2094","4"
"2020-04-07 09:41:00","0.20693333333333333","0.8536","-0.8814","3"
"2020-04-07 09:42:00","-0.03155714285714285","0.8655","-0.7269","7"
"2020-04-07 09:43:00","0.475775","0.8561","0.0","4"
"2020-04-07 09:44:00","0.2452285714285714","0.8561","-0.296","7"
"2020-04-07 09:45:00","0.28927","0.8561","-0.6705","10"
"2020-04-07 09:46:00","0.1156","0.5562","-0.2094","3"
"2020-04-07 09:47:00","0.0","0.0","0.0","3"
"2020-04-07 09:48:00","0.061649999999999996","0.296","-0.2273","4"
"2020-04-07 09:49:00","-0.198825","0.3134","-0.8814","4"
"2020-04-07 09:50:00","-0.022960000000000015","0.4019","-0.5096","5"
"2020-04-07 09:51:00","0.34057499999999996","0.8682","-0.2094","4"
"2020-04-07 09:52:00","0.636825","0.879","0.0","4"
"2020-04-07 09:53:00","0.215525","0.8561","-0.122","4"
"2020-04-07 09:54:00","0.2096","0.8561","-0.2273","3"
"2020-04-07 09:55:00","0.07066000000000001","0.7783","-0.6369","5"
"2020-04-07 09:56:00","0.1738777777777778","0.8665","-0.8814","9"
"2020-04-07 09:57:00","0.09845999999999998","0.85","-0.2584","5"
"2020-04-07 09:58:00","0.7376666666666667","0.9213","0.4404","3"
"2020-04-07 09:59:00","0.2846","0.872","-0.2273","7"
"2020-04-07 10:00:00","0.2087375","0.8561","-0.8814","8"
"2020-04-07 10:01:00","-0.16417500000000002","0.128","-0.5574","4"
"2020-04-07 10:02:00","0.261625","0.8561","-0.2411","4"
"2020-04-07 10:03:00","0.12621666666666667","0.7269","-0.4588","6"
"2020-04-07 10:04:00","0.1602142857142857","0.8561","-0.2263","7"
"2020-04-07 10:05:00","0.03260000000000002","0.3612","-0.296","2"
"2020-04-07 10:06:00","0.3678142857142857","0.8561","-0.2273","7"
"2020-04-07 10:07:00","0.233325","0.8561","0.0","4"
"2020-04-07 10:08:00","0.08382500000000001","0.8561","-0.4215","4"
"2020-04-07 10:09:00","0.448225","0.8561","0.0","4"
"2020-04-07 10:10:00","0.07447500000000003","0.8777","-0.8814","8"
"2020-04-07 10:11:00","0.30782000000000004","0.8561","-0.1691","10"
"2020-04-07 10:12:00","0.32253999999999994","0.5859","-0.2755","5"
"2020-04-07 10:13:00","0.56058","0.908","0.0","5"
"2020-04-07 10:14:00","0.14133333333333334","0.296","0.0","3"
"2020-04-07 10:15:00","0.18358750000000001","0.9548","-0.8814","8"
"2020-04-07 10:16:00","0.17965555555555557","0.8718","-0.9021","9"
"2020-04-07 10:17:00","0.15346249999999997","0.8561","-0.7003","8"
"2020-04-07 10:18:00","-0.13940000000000002","0.4019","-0.8201","3"
"2020-04-07 10:19:00","0.15858333333333333","0.8122","-0.2273","6"
"2020-04-07 10:20:00","0.18946666666666667","0.4404","0.0","3"
